mu phi sigma rho nu
-0.3224 0.9569 0.1907 -0.2882 45
-0.3946 0.9578 0.1901 -0.3091 14
-0.3403 0.9681 0.1486 -0.3902 12
-0.5042 0.9626 0.1820 -0.3357 8
-0.2998 0.9480 0.1946 -0.2416 45
-0.4099 0.9644 0.1630 -0.3643 11
-0.3570 0.9636 0.1790 -0.3825 12
-0.5088 0.9541 0.1836 -0.2611 9
-0.3909 0.9468 0.1632 -0.3644 11
-0.4497 0.9651 0.1575 -0.3003 11
-0.4337 0.9614 0.1640 -0.3474 11
-0.4398 0.9690 0.1357 -0.3026 8
-0.3571 0.9626 0.1711 -0.1748 20
-0.3904 0.9697 0.1490 -0.3526 11
-0.3471 0.9522 0.2158 -0.3817 23
-0.4418 0.9739 0.1450 -0.3873 12
-0.4290 0.9658 0.1614 -0.3765 10
-0.3762 0.9546 0.1611 -0.3285 13
-0.4319 0.9657 0.1649 -0.2803 10
-0.4315 0.9675 0.1760 -0.4575 13
-0.3253 0.9625 0.1756 -0.1681 15
-0.2447 0.9755 0.1309 -0.1513 18
-0.4333 0.9451 0.1881 -0.2552 12
-0.3796 0.9157 0.2422 -0.3275 15
-0.3630 0.9767 0.1237 -0.1922 10
-0.4111 0.9712 0.1341 -0.3889 10
-0.3609 0.9687 0.1454 -0.3035 12
-0.3725 0.9718 0.1513 -0.2928 10
-0.4139 0.9542 0.1724 -0.3597 12
-0.3875 0.9673 0.1565 -0.1512 13
-0.3929 0.9519 0.2023 -0.4101 10
-0.3360 0.9592 0.1796 -0.2894 20
-0.4155 0.9783 0.1122 -0.3208 11
-0.2830 0.9336 0.2263 -0.1148 30
-0.5069 0.9704 0.1444 -0.4055 9
-0.3422 0.9799 0.1346 -0.2639 15
-0.4246 0.9745 0.1531 -0.3520 14
-0.3801 0.9598 0.1714 -0.2138 13
-0.3652 0.9503 0.1840 -0.1565 15
-0.4343 0.9584 0.1731 -0.1585 10
-0.3969 0.9781 0.1325 -0.2924 12
-0.3419 0.9519 0.1815 -0.2870 14
-0.3555 0.9633 0.1771 -0.3012 20
-0.3374 0.9653 0.1859 -0.4043 23
-0.4139 0.9580 0.1751 -0.3719 11
-0.3583 0.9693 0.1391 -0.3222 10
-0.5097 0.9827 0.1078 -0.4139 10
-0.4385 0.9722 0.1483 -0.3123 13
-0.3591 0.9647 0.1686 -0.3448 14
-0.4898 0.9690 0.1491 -0.2102 7
-0.4763 0.9775 0.1261 -0.2038 8
-0.3778 0.9720 0.1636 -0.4618 10
-0.2804 0.9669 0.1591 -0.3705 23
-0.4007 0.9633 0.1589 -0.3036 12
-0.3374 0.9717 0.1494 -0.0300 24
-0.3503 0.9457 0.2101 -0.2473 12
-0.3545 0.9537 0.1908 -0.3573 14
-0.3119 0.9706 0.1510 -0.1459 26
-0.3460 0.9651 0.1715 -0.2635 19
-0.3825 0.9703 0.1566 -0.4001 10
-0.4302 0.9662 0.1661 -0.2992 11
-0.3740 0.9577 0.2028 -0.4246 36
-0.4036 0.9502 0.2021 -0.3054 14
-0.3950 0.9698 0.1432 -0.2705 16
-0.3845 0.9432 0.2093 -0.2100 14
-0.4743 0.9556 0.1719 -0.2265 9
-0.3123 0.9609 0.1637 -0.3102 19
-0.4068 0.9775 0.1236 -0.2794 10
-0.3991 0.9660 0.1430 -0.2911 15
-0.2980 0.9712 0.1463 -0.4278 15
-0.4512 0.9664 0.1680 -0.4301 10
-0.3962 0.9641 0.1669 -0.2361 12
-0.4600 0.9538 0.2024 -0.2699 9
-0.3857 0.9694 0.1524 -0.2803 17
-0.3806 0.9659 0.1558 -0.3962 15
-0.4089 0.9707 0.1545 -0.2480 13
-0.3958 0.9457 0.1913 -0.2200 14
-0.4040 0.9626 0.1606 -0.3108 11
-0.4404 0.9639 0.1639 -0.3388 9
-0.4417 0.9658 0.1628 -0.2281 12
-0.4158 0.9669 0.1648 -0.2959 9
-0.3028 0.9535 0.1891 -0.4012 16
-0.3777 0.9659 0.1406 -0.3863 13
-0.4607 0.9558 0.1679 -0.3927 8
-0.3885 0.9637 0.1638 -0.1750 13
-0.3614 0.9602 0.1886 -0.3310 21
-0.5045 0.9639 0.1769 -0.3527 10
-0.3585 0.9588 0.1858 -0.4747 14
-0.4932 0.9728 0.1415 -0.5340 8
-0.4188 0.9726 0.1379 -0.3830 12
-0.3750 0.9467 0.2142 -0.3404 13
-0.2775 0.9462 0.2125 -0.2799 49
-0.4086 0.9723 0.1356 -0.1218 9
-0.3704 0.9524 0.1845 -0.3790 24
-0.3636 0.9535 0.1708 -0.1871 15
-0.4116 0.9661 0.1544 -0.1999 10
-0.3383 0.9761 0.1290 -0.3704 14
-0.3253 0.9466 0.1951 -0.2682 18
-0.4705 0.9773 0.1421 -0.3574 11
-0.4169 0.9669 0.1485 -0.4125 13
-0.4781 0.9768 0.1252 -0.1665 10
-0.3715 0.9573 0.1748 -0.3332 12
-0.3254 0.9531 0.2022 -0.3090 41
-0.3937 0.9700 0.1494 -0.1500 13
-0.4044 0.9344 0.2140 -0.4564 11
-0.3839 0.9743 0.1284 -0.3219 9
-0.3124 0.9638 0.1899 -0.3445 16
-0.3866 0.9700 0.1403 -0.1436 9
-0.4376 0.9674 0.1389 -0.2565 10
-0.3503 0.9680 0.1662 -0.3212 14
-0.2702 0.9682 0.1558 -0.3115 25
-0.4290 0.9670 0.1661 -0.4843 10
-0.3533 0.9616 0.1761 -0.3764 15
-0.4247 0.9652 0.1709 -0.2793 9
-0.3896 0.9767 0.1505 -0.2521 15
-0.4776 0.9591 0.1824 -0.3559 10
-0.3794 0.9477 0.1889 -0.2570 21
-0.4118 0.9549 0.1952 -0.4423 11
-0.4281 0.9562 0.1728 -0.3161 12
-0.3723 0.9567 0.1698 -0.0750 15
-0.4429 0.9535 0.1972 -0.1786 14
-0.3647 0.9692 0.1438 -0.5040 11
-0.4025 0.9523 0.1970 -0.3749 13
-0.4413 0.9689 0.1594 -0.3070 15
-0.3860 0.9653 0.1585 -0.2213 11
-0.4019 0.9673 0.1781 -0.4194 15
-0.4091 0.9615 0.1723 -0.4005 10
-0.3548 0.9610 0.1541 -0.2353 14
-0.3417 0.9605 0.1674 -0.2101 12
-0.3751 0.9621 0.1642 -0.3760 11
-0.3266 0.9509 0.2019 -0.2533 18
-0.4092 0.9602 0.1625 -0.2107 9
-0.4030 0.9593 0.1852 -0.3426 16
-0.2770 0.9700 0.1672 -0.3043 19
-0.3758 0.9672 0.1603 -0.3517 14
-0.4148 0.9665 0.1640 -0.4204 15
-0.4281 0.9798 0.1204 -0.0427 11
-0.3724 0.9314 0.2298 -0.3712 13
-0.4641 0.9422 0.2191 -0.2698 8
-0.4294 0.9634 0.1841 -0.4027 11
-0.4369 0.9662 0.1407 -0.3219 9
-0.4943 0.9662 0.1689 -0.2219 9
-0.3763 0.9668 0.1454 -0.2505 11
-0.3585 0.9702 0.1485 -0.3780 10
-0.4041 0.9665 0.1548 -0.3388 13
-0.3979 0.9683 0.1485 -0.3089 12
-0.4110 0.9749 0.1317 -0.3690 10
-0.4529 0.9535 0.2035 -0.1994 14
-0.4184 0.9695 0.1588 -0.1094 11
-0.3722 0.9625 0.1804 -0.4090 14
-0.3879 0.9656 0.1585 -0.3103 11
-0.4209 0.9582 0.1707 -0.3246 9
-0.3945 0.9676 0.1556 -0.2564 12
-0.3885 0.9793 0.1293 -0.4413 11
-0.2608 0.9549 0.1793 -0.3864 22
-0.4855 0.9655 0.1600 -0.2503 8
-0.3820 0.9639 0.1749 -0.1622 12
-0.3667 0.9599 0.1841 -0.4306 15
-0.2591 0.9577 0.1779 -0.2894 46
-0.3671 0.9469 0.1951 -0.3090 9
-0.4624 0.9566 0.1690 -0.2564 10
-0.4162 0.9483 0.2030 -0.4475 13
-0.3880 0.9614 0.1715 -0.2149 10
-0.4474 0.9482 0.1927 -0.2945 10
-0.4334 0.9597 0.1644 -0.1893 13
-0.3985 0.9743 0.1303 -0.4454 12
-0.2874 0.9608 0.1752 -0.1384 25
-0.3671 0.9608 0.1772 -0.2653 13
-0.4020 0.9691 0.1432 -0.0712 12
-0.3672 0.9644 0.1697 -0.4093 12
-0.3684 0.9641 0.1648 -0.0697 14
-0.3201 0.9541 0.1971 -0.2941 20
-0.3353 0.9721 0.1558 -0.3411 15
-0.3158 0.9701 0.1584 -0.2946 18
-0.4074 0.9628 0.1622 -0.3092 9
-0.4057 0.9600 0.1764 -0.3180 13
-0.4245 0.9600 0.1688 -0.2330 13
-0.3687 0.9560 0.1902 -0.4114 21
-0.3501 0.9450 0.2130 -0.2498 12
-0.2644 0.9602 0.1631 -0.2548 22
-0.4242 0.9736 0.1391 -0.1811 14
-0.3699 0.9382 0.2166 -0.3807 19
-0.3752 0.9554 0.1833 -0.2872 17
-0.2998 0.9793 0.1333 -0.1774 12
-0.3610 0.9625 0.1661 -0.2033 13
-0.4089 0.9659 0.1631 -0.2708 12
-0.4464 0.9736 0.1309 -0.2065 8
-0.3512 0.9627 0.1741 -0.3092 16
-0.3452 0.9686 0.1740 -0.4617 24
-0.4396 0.9537 0.1986 -0.3472 10
-0.3369 0.9428 0.2255 -0.3128 20
-0.4091 0.9676 0.1506 -0.2879 14
-0.3890 0.9567 0.1848 -0.3892 13
-0.4263 0.9667 0.1616 -0.3535 11
-0.4622 0.9561 0.1723 -0.2171 8
-0.4155 0.9386 0.2266 -0.3576 19
-0.4528 0.9630 0.1806 -0.3327 10
-0.3727 0.9684 0.1576 -0.4157 13
-0.5245 0.9534 0.1809 -0.4514 9
-0.4773 0.9660 0.1249 -0.2405 9
-0.2886 0.9528 0.2000 -0.2738 25
-0.4532 0.9708 0.1418 -0.2946 11
-0.3135 0.9654 0.1592 -0.3248 13
-0.2577 0.9723 0.1464 -0.2907 26
-0.5089 0.9552 0.1928 -0.3755 8
-0.5010 0.9610 0.1616 -0.1164 10
-0.4649 0.9458 0.1724 -0.2730 9
-0.4065 0.9677 0.1561 -0.1495 11
-0.3540 0.9663 0.1522 -0.3078 18
-0.5012 0.9677 0.1593 -0.3822 10
-0.2941 0.9488 0.2015 -0.1595 27
-0.4035 0.9751 0.1445 -0.3993 14
-0.3919 0.9601 0.1909 -0.2918 33
-0.3070 0.9651 0.1613 -0.2389 24
-0.4198 0.9557 0.1804 -0.3357 11
-0.3872 0.9654 0.1519 -0.2946 12
-0.2717 0.9589 0.1735 -0.2725 31
-0.3312 0.9586 0.1746 -0.3598 20
-0.4649 0.9579 0.1930 -0.4426 10
-0.3315 0.9463 0.2238 -0.4094 19
-0.3758 0.9536 0.1822 -0.3376 11
-0.4253 0.9700 0.1623 -0.3416 20
-0.3565 0.9760 0.1259 -0.2508 12
-0.5512 0.9682 0.1534 -0.2470 7
-0.4008 0.9639 0.1776 -0.2256 10
-0.3276 0.9320 0.2236 -0.3005 19
-0.3423 0.9553 0.1955 -0.3447 17
-0.2980 0.9646 0.1661 -0.4130 14
-0.4453 0.9644 0.1735 -0.3239 14
-0.3220 0.9656 0.1594 -0.1745 21
-0.3631 0.9711 0.1404 -0.2987 17
-0.4047 0.9683 0.1452 -0.2776 10
-0.4291 0.9585 0.1704 -0.3005 9
-0.3320 0.9675 0.1504 -0.4157 12
-0.3296 0.9680 0.1595 -0.3973 11
-0.3921 0.9484 0.1932 -0.3790 11
-0.4377 0.9811 0.1318 -0.2634 11
-0.4580 0.9549 0.1828 -0.3904 9
-0.3478 0.9649 0.1464 -0.3523 13
-0.4295 0.9639 0.1686 -0.2709 10
-0.4167 0.9752 0.1274 -0.1726 11
-0.3768 0.9597 0.1802 -0.4858 17
-0.4351 0.9638 0.1649 -0.3998 15
-0.3320 0.9632 0.1804 -0.3064 19
-0.3810 0.9558 0.1838 -0.2589 14
-0.4209 0.9655 0.1631 -0.2516 11
-0.3675 0.9668 0.1472 -0.3872 15
-0.4142 0.9698 0.1432 -0.3386 13
-0.4261 0.9539 0.1798 -0.2182 12
-0.3800 0.9687 0.1681 -0.3678 16
-0.3372 0.9812 0.1359 -0.3188 16
-0.3948 0.9628 0.1685 -0.1417 12
-0.4552 0.9579 0.1647 -0.2922 10
-0.4876 0.9625 0.1711 -0.1873 11
-0.4229 0.9513 0.1967 -0.3286 12
-0.2467 0.9464 0.2142 -0.3059 25
-0.4373 0.9724 0.1502 -0.3311 10
-0.3721 0.9745 0.1322 -0.4009 11
-0.4359 0.9530 0.2011 -0.3019 13
-0.3760 0.9365 0.1926 -0.0464 12
-0.4838 0.9657 0.1575 -0.2506 11
-0.3917 0.9241 0.2154 -0.3159 15
-0.3278 0.9532 0.2048 -0.1789 19
-0.4243 0.9513 0.1915 -0.3703 14
-0.4335 0.9561 0.1876 -0.2918 11
-0.4681 0.9697 0.1497 -0.1812 8
-0.3667 0.9622 0.1795 -0.2066 13
-0.3884 0.9655 0.1444 -0.3643 11
-0.3113 0.9603 0.1675 -0.3876 20
-0.3631 0.9705 0.1639 -0.3744 14
-0.3965 0.9630 0.1502 -0.2431 11
-0.3357 0.9698 0.1475 -0.4569 10
-0.4532 0.9710 0.1414 -0.3255 8
-0.4034 0.9634 0.1657 -0.3814 19
-0.3675 0.9619 0.1607 -0.2206 11
-0.3549 0.9673 0.1666 -0.2167 13
-0.3010 0.9659 0.1589 -0.4578 22
-0.4853 0.9514 0.1771 -0.2902 8
-0.4148 0.9675 0.1543 -0.2398 16
-0.4114 0.9693 0.1591 -0.1341 12
-0.4703 0.9549 0.1821 -0.3033 9
-0.3279 0.9525 0.2259 -0.2901 22
-0.4338 0.9688 0.1490 -0.1773 10
-0.3168 0.9623 0.1808 -0.3356 21
-0.3111 0.9445 0.1901 -0.3719 15
-0.3921 0.9649 0.1819 -0.3261 15
-0.3458 0.9486 0.1945 -0.4572 14
-0.3220 0.9576 0.1940 -0.2161 21
-0.3532 0.9458 0.1932 -0.3335 16
-0.3879 0.9598 0.1642 -0.2382 11
-0.4684 0.9536 0.1876 -0.3918 8
-0.4467 0.9583 0.1797 -0.3224 14
-0.3587 0.9607 0.1771 -0.2590 13
-0.3738 0.9404 0.2226 -0.3378 22
-0.3320 0.9752 0.1319 -0.4324 14
-0.3765 0.9432 0.2068 -0.3930 11
-0.3539 0.9681 0.1521 -0.3329 11
-0.4200 0.9699 0.1519 -0.3269 11
-0.2806 0.9603 0.1846 -0.2785 20
-0.5361 0.9476 0.2018 -0.1384 7
-0.3547 0.9547 0.1901 -0.4250 21
-0.3963 0.9682 0.1466 -0.2991 10
-0.2725 0.9726 0.1433 -0.2010 16
-0.3685 0.9510 0.2152 -0.3602 14
-0.3852 0.9593 0.1919 -0.2512 12
-0.4415 0.9546 0.1864 -0.2993 9
-0.3158 0.9809 0.1200 -0.3874 19
-0.3851 0.9704 0.1424 -0.3685 10
-0.3845 0.9526 0.1863 -0.3151 13
-0.4027 0.9510 0.1842 -0.3008 16
-0.4332 0.9627 0.1580 -0.3711 13
-0.4721 0.9458 0.1893 -0.3065 9
-0.4106 0.9744 0.1318 -0.4704 11
-0.3978 0.9715 0.1612 -0.4129 15
-0.4125 0.9656 0.1674 -0.3970 14
-0.3087 0.9531 0.1968 -0.2479 16
-0.3570 0.9573 0.1885 -0.2998 16
-0.4536 0.9657 0.1578 -0.3521 10
-0.3954 0.9695 0.1741 -0.2036 9
-0.3718 0.9516 0.2068 -0.3659 10
-0.4102 0.9565 0.1833 -0.3225 12
-0.3101 0.9448 0.2006 -0.4277 17
-0.3660 0.9705 0.1416 -0.3362 12
-0.3709 0.9614 0.1711 -0.3432 14
-0.3902 0.9596 0.1669 -0.1495 12
-0.3921 0.9624 0.1743 -0.3112 12
-0.3223 0.9718 0.1385 -0.2327 12
-0.4474 0.9543 0.1918 -0.3440 13
-0.4483 0.9748 0.1288 -0.0455 11
-0.3846 0.9473 0.1834 -0.2706 12
-0.3268 0.9609 0.1685 -0.1156 23
-0.4280 0.9736 0.1351 -0.3517 11
-0.4199 0.9632 0.1766 -0.4523 13
-0.4522 0.9377 0.2185 -0.2878 9
-0.3214 0.9726 0.1472 -0.1366 14
-0.4048 0.9720 0.1390 -0.2031 11
-0.4258 0.9689 0.1623 -0.1941 10
-0.3798 0.9632 0.1733 -0.1708 27
-0.4709 0.9688 0.1614 -0.3787 11
-0.3745 0.9577 0.2037 -0.3290 13
-0.3182 0.9563 0.1730 -0.2560 17
-0.3628 0.9725 0.1439 -0.2478 12
-0.3088 0.9773 0.1474 -0.2217 15
-0.3167 0.9675 0.1712 -0.3980 25
-0.4106 0.9358 0.2112 -0.2785 15
-0.3012 0.9470 0.2116 -0.2734 21
-0.4438 0.9803 0.1218 -0.3550 9
-0.3505 0.9586 0.1898 -0.4355 17
-0.3288 0.9564 0.2079 -0.5208 26
-0.3779 0.9702 0.1414 -0.3518 9
-0.3742 0.9597 0.1633 -0.2813 10
-0.4448 0.9736 0.1330 -0.2477 9
-0.2905 0.9713 0.1556 -0.3632 19
-0.3684 0.9699 0.1597 -0.3210 12
-0.4284 0.9542 0.2159 -0.3303 14
-0.4435 0.9454 0.2003 -0.2774 13
-0.4848 0.9547 0.1887 -0.3642 10
-0.4059 0.9652 0.1638 -0.2281 11
-0.4082 0.9570 0.1791 -0.3431 10
-0.3030 0.9591 0.1530 -0.3279 22
-0.3420 0.9509 0.1802 -0.2920 15
-0.4550 0.9480 0.2175 -0.4571 12
-0.3374 0.9662 0.1466 -0.4297 17
-0.3293 0.9640 0.1797 -0.3382 20
-0.3644 0.9586 0.1821 -0.4126 18
-0.3814 0.9517 0.1715 -0.2671 11
-0.4315 0.9518 0.1961 -0.2284 15
-0.3732 0.9446 0.2059 -0.4032 10
-0.3004 0.9520 0.2260 -0.1567 28
-0.4182 0.9678 0.1665 -0.4161 9
-0.3670 0.9683 0.1591 -0.3664 10
-0.4168 0.9583 0.1653 -0.3147 22
-0.3975 0.9661 0.1567 -0.1961 12
-0.4304 0.9379 0.1969 -0.3788 12
-0.3448 0.9475 0.1932 -0.1606 17
-0.3910 0.9714 0.1626 -0.3842 11
-0.3972 0.9517 0.2162 -0.3708 17
-0.4448 0.9647 0.1784 -0.3851 9
-0.3464 0.9534 0.1812 -0.3566 16
-0.4863 0.9568 0.1756 -0.2850 8
-0.3328 0.9670 0.1619 -0.4382 12
-0.4381 0.9726 0.1284 -0.3339 9
-0.4292 0.9607 0.1718 -0.2699 9
-0.3146 0.9508 0.1923 -0.2773 18
-0.2983 0.9701 0.1495 -0.2716 25
-0.3643 0.9602 0.1668 -0.3919 13
-0.3326 0.9498 0.1794 -0.2792 40
-0.3983 0.9523 0.1905 -0.2099 12
-0.3829 0.9555 0.1578 -0.2118 16
-0.3695 0.9689 0.1717 -0.3257 9
-0.2486 0.9753 0.1379 -0.2904 15
-0.3417 0.9611 0.1714 -0.3430 23
-0.4912 0.9574 0.1982 -0.2619 12
-0.2943 0.9578 0.1872 -0.3811 25
-0.4439 0.9637 0.1785 -0.4073 11
-0.4684 0.9397 0.1870 -0.2846 8
-0.4203 0.9637 0.1624 -0.4137 13
-0.3696 0.9610 0.1609 -0.3088 9
-0.3959 0.9663 0.1845 -0.2684 16
-0.4386 0.9561 0.1838 -0.4082 8
-0.3929 0.9525 0.1937 -0.3098 10
-0.4394 0.9604 0.1620 -0.2390 10
-0.3951 0.9661 0.1599 -0.2786 14
-0.3275 0.9623 0.1674 -0.2099 18
-0.4236 0.9600 0.1622 -0.2513 11
-0.4289 0.9550 0.1806 -0.3634 14
-0.4464 0.9682 0.1532 -0.3598 12
-0.3630 0.9683 0.1353 -0.1434 9
-0.4405 0.9622 0.1679 -0.3070 12
-0.3941 0.9604 0.1828 -0.3156 18
-0.4749 0.9597 0.1733 -0.2987 10
-0.4111 0.9528 0.1756 -0.4091 9
-0.3697 0.9548 0.1899 -0.4591 16
-0.2989 0.9604 0.1865 -0.3142 15
-0.3507 0.9399 0.2353 -0.3558 25
-0.3441 0.9590 0.1756 -0.2427 15
-0.4978 0.9598 0.1719 -0.3126 8
-0.3639 0.9248 0.2184 -0.2324 20
-0.4327 0.9662 0.1452 -0.2201 9
-0.3075 0.9664 0.1460 -0.2977 21
-0.3459 0.9660 0.1681 -0.2814 16
-0.4192 0.9538 0.1840 -0.3329 13
-0.4089 0.9744 0.1488 -0.2841 11
-0.4301 0.9611 0.1816 -0.2393 11
-0.3631 0.9524 0.2226 -0.2430 22
-0.4499 0.9509 0.1838 -0.3152 10
-0.4624 0.9730 0.1493 -0.4746 10
-0.4860 0.9682 0.1676 -0.2369 9
-0.4617 0.9702 0.1429 -0.3699 12
-0.4169 0.9686 0.1587 -0.4311 12
-0.2799 0.9459 0.2025 -0.1729 10
-0.4281 0.9572 0.1831 -0.2407 16
-0.4293 0.9616 0.1828 -0.4234 12
-0.3976 0.9592 0.1790 -0.4224 19
-0.2988 0.9564 0.1814 -0.2871 12
-0.4765 0.9722 0.1605 -0.1610 9
-0.3880 0.9643 0.1468 -0.5000 12
-0.4092 0.9437 0.2056 -0.4246 21
-0.4386 0.9547 0.1671 -0.0784 10
-0.3778 0.9596 0.1681 -0.3524 21
-0.3934 0.9644 0.1585 -0.3323 11
-0.4561 0.9649 0.1656 -0.2656 9
-0.4170 0.9690 0.1506 -0.1678 14
-0.4196 0.9760 0.1455 -0.1837 9
-0.3577 0.9773 0.1430 -0.2193 12
-0.4329 0.9613 0.1806 -0.3141 18
-0.3983 0.9708 0.1590 -0.3083 14
-0.4595 0.9714 0.1466 -0.3726 18
-0.4269 0.9622 0.1654 -0.2705 11
-0.4278 0.9674 0.1513 -0.1857 9
-0.3831 0.9617 0.1768 -0.4513 11
-0.4468 0.9674 0.1420 -0.2293 11
-0.4045 0.9412 0.2118 -0.2612 12
-0.4608 0.9477 0.2298 -0.4444 12
-0.3075 0.9513 0.1849 -0.3076 20
-0.4005 0.9490 0.2112 -0.2502 18
-0.3491 0.9714 0.1622 -0.2630 21
-0.3881 0.9612 0.1700 -0.1776 14
-0.4052 0.9663 0.1647 -0.2475 11
-0.3259 0.9609 0.1771 -0.3468 15
-0.3850 0.9684 0.1482 -0.3235 11
-0.3921 0.9626 0.1713 -0.3562 12
-0.3985 0.9533 0.1728 -0.3739 16
-0.3665 0.9582 0.1885 -0.2545 18
-0.3409 0.9661 0.1684 -0.4125 11
-0.4560 0.9636 0.1619 -0.3151 10
-0.3903 0.9767 0.1178 -0.1074 10
-0.3660 0.9367 0.2195 -0.2595 16
-0.3859 0.9729 0.1618 -0.4024 14
-0.3678 0.9707 0.1468 -0.3860 15
-0.3869 0.9533 0.1793 -0.3885 15
-0.4810 0.9548 0.1816 -0.2432 12
-0.4210 0.9509 0.2026 -0.2699 12
-0.4486 0.9780 0.1292 -0.3781 10
-0.2837 0.9614 0.1879 -0.3294 27
-0.3446 0.9617 0.1738 -0.2931 13
-0.3953 0.9683 0.1248 -0.2980 11
-0.3812 0.9526 0.2064 -0.3209 12
-0.3512 0.9582 0.1965 -0.3134 25
-0.4478 0.9718 0.1556 -0.3129 9
-0.3479 0.9774 0.1381 -0.2900 10
-0.4100 0.9628 0.1543 -0.3232 10
-0.4089 0.9497 0.1950 -0.3250 15
-0.5283 0.9510 0.1759 -0.2561 8
-0.3727 0.9628 0.1705 -0.2274 10
-0.3935 0.9624 0.1925 -0.2969 24
-0.3868 0.9608 0.1752 -0.3502 13
-0.4290 0.9533 0.1731 -0.4675 10
-0.4123 0.9805 0.1331 -0.3389 9
-0.4638 0.9708 0.1469 -0.3425 10
-0.3810 0.9813 0.1074 -0.1881 14
-0.3759 0.9546 0.1842 -0.3533 9
-0.3782 0.9694 0.1629 -0.2605 11
-0.3627 0.9533 0.1879 -0.4877 17
-0.4496 0.9476 0.2015 -0.1664 13
-0.3678 0.9670 0.1637 -0.4252 17
-0.3189 0.9411 0.2399 -0.1892 32
-0.3669 0.9624 0.1601 -0.2868 17
-0.3352 0.9494 0.1905 -0.3552 17
-0.4568 0.9609 0.1957 -0.3000 9
-0.4275 0.9671 0.1570 -0.2943 9
-0.5284 0.9607 0.1595 -0.4826 7
-0.4142 0.9444 0.2099 -0.4039 17
-0.3519 0.9497 0.1800 -0.3076 15
-0.3656 0.9644 0.1617 -0.3258 18
-0.4381 0.9534 0.1780 -0.4891 10
-0.3588 0.9447 0.2443 -0.3737 34
-0.4217 0.9734 0.1498 -0.2608 12
-0.4043 0.9515 0.2037 -0.1568 13
-0.3221 0.9720 0.1599 -0.4070 18
-0.5026 0.9737 0.1350 -0.2518 8
-0.3610 0.9606 0.1742 -0.3657 16
-0.4743 0.9600 0.1652 -0.3321 8
-0.4742 0.9589 0.2059 -0.3494 8
-0.3845 0.9538 0.1862 -0.2853 13
-0.3455 0.9727 0.1450 -0.2724 12
-0.4266 0.9696 0.1337 -0.3299 12
-0.3845 0.9572 0.1877 -0.4142 13
-0.4522 0.9481 0.2083 -0.4279 12
-0.4057 0.9270 0.2406 -0.2388 19
-0.4150 0.9663 0.1746 -0.2720 10
-0.3167 0.9622 0.1531 -0.4326 17
-0.3677 0.9692 0.1505 -0.2132 15
-0.2883 0.9479 0.2060 -0.2816 18
-0.3671 0.9638 0.1626 -0.2552 15
-0.4064 0.9744 0.1333 -0.2529 10
-0.4396 0.9651 0.1580 -0.1939 10
-0.3048 0.9584 0.1981 -0.5047 23
-0.4579 0.9574 0.1805 -0.3912 9
-0.4446 0.9630 0.1664 -0.2731 14
-0.3284 0.9603 0.1815 -0.3604 17
-0.3484 0.9357 0.2317 -0.3774 42
-0.4167 0.9637 0.1765 -0.3464 10
-0.3749 0.9678 0.1417 -0.3069 19
-0.3709 0.9546 0.1917 -0.2835 12
-0.4254 0.9664 0.1590 -0.3761 10
-0.3275 0.9676 0.1397 -0.3084 17
-0.3972 0.9701 0.1463 -0.1525 12
-0.2484 0.9541 0.2043 -0.1437 30
-0.4183 0.9770 0.1221 -0.3233 9
-0.4740 0.9726 0.1431 -0.0935 9
-0.3852 0.9507 0.2142 -0.3586 12
-0.3415 0.9735 0.1647 -0.2231 17
-0.4663 0.9732 0.1476 -0.2551 9
-0.3365 0.9780 0.1201 -0.2811 10
-0.3673 0.9565 0.1805 -0.2836 15
-0.4954 0.9711 0.1414 -0.2827 10
-0.3469 0.9674 0.1632 -0.3972 16
-0.3846 0.9705 0.1449 -0.3140 11
-0.3825 0.9605 0.1664 -0.4024 10
-0.3470 0.9579 0.1766 -0.5002 13
-0.4250 0.9189 0.2603 -0.4219 11
-0.4469 0.9634 0.1795 -0.3121 11
-0.4357 0.9550 0.1791 -0.3556 11
-0.3551 0.9501 0.1653 -0.4946 12
-0.3021 0.9598 0.2025 -0.3484 29
-0.3072 0.9138 0.2565 -0.3776 20
-0.3819 0.9628 0.1774 -0.2120 11
-0.4123 0.9687 0.1452 -0.3203 11
-0.4267 0.9706 0.1504 -0.4560 10
-0.4131 0.9600 0.1723 -0.2862 14
-0.5270 0.9328 0.2066 -0.2301 8
-0.4375 0.9630 0.1569 -0.2512 9
-0.4128 0.9402 0.2207 -0.3594 11
-0.4008 0.9564 0.1930 -0.3752 10
-0.3228 0.9587 0.1906 -0.4009 15
-0.4574 0.9676 0.1519 -0.4504 9
-0.4648 0.9652 0.1507 -0.2276 10
-0.4590 0.9584 0.1755 -0.3003 13
-0.4264 0.9569 0.1718 -0.4340 11
-0.3842 0.9630 0.1818 -0.4268 13
-0.4731 0.9662 0.1705 -0.3196 9
-0.3001 0.9343 0.2338 -0.2864 24
-0.4318 0.9701 0.1520 -0.3156 8
-0.3329 0.9630 0.1715 -0.2721 16
-0.3901 0.9605 0.1904 -0.3358 21
-0.3696 0.9708 0.1449 -0.2841 10
-0.3031 0.9743 0.1371 -0.1300 19
-0.5064 0.9671 0.1526 -0.5190 10
-0.4533 0.9595 0.1701 -0.2720 9
-0.3304 0.9595 0.1920 -0.2041 25
-0.4448 0.9542 0.1670 -0.4395 10
